16,273,superstructure
16,301,Programmable
16,392,Distributed
16,432,Horizontal
16,484,Robust
16,569,uniform
16,600,product
16,603,leading edge
16,809,User-centric
16,879,bifurcated
16,894,dynamic
16,967,incremental
17,64,policy
17,69,Distributed
17,180,workforce
17,319,Advanced
17,353,full-range
17,539,Graphical User Interface
17,666,leading edge
17,716,asynchronous
17,778,motivating
17,923,User-friendly
17,937,Ergonomic
18,3,Multi-layered
18,116,conglomeration
18,126,Function-based
18,404,4th generation
18,427,regional
18,439,open architecture
18,543,24/7
18,803,Secured
19,215,fault-tolerant
19,409,zero tolerance
19,913,reciprocal
20,98,web-enabled
20,190,Quality-focused
20,203,protocol
20,477,User-friendly
20,731,open architecture
20,885,framework
20,957,policy
20,1001,motivating
21,38,contingency
21,208,tertiary
21,250,Realigned
21,317,tangible
21,451,Horizontal
21,538,intermediate
21,687,encoding
21,746,encoding
21,796,client-driven
21,814,Enterprise-wide
22,8,logistical
22,20,Assimilated
22,295,intranet
22,546,heuristic
22,677,architecture
22,704,Programmable
22,777,Decentralized
22,835,Decentralized
22,966,Vision-oriented
23,75,needs-based
23,149,archive
23,297,parallelism
23,348,client-server
23,377,knowledge user
23,489,Assimilated
23,544,3rd generation
23,650,toolset
23,750,interface
23,813,next generation
23,880,analyzing
23,935,empowering
23,955,neutral
23,990,knowledge base
24,15,directional
24,143,Fully-configurable
24,156,static
24,158,hierarchy
24,202,Pre-emptive
24,460,Reverse-engineered
24,655,modular
24,865,bottom-line
24,889,Ameliorated
25,47,global
25,211,Profound
25,444,Ergonomic
25,461,utilisation
25,500,Grass-roots
25,617,eco-centric
25,770,hybrid
25,830,executive
26,53,discrete
26,343,scalable
26,431,Visionary
26,459,Focused
26,496,Distributed
26,697,multimedia
26,932,needs-based
26,969,interactive
27,44,user-facing
27,57,Innovative
27,219,Secured
27,225,Monitored
27,242,Public-key
27,269,emulation
27,308,framework
27,329,info-mediaries
27,526,Vision-oriented
27,759,array
27,916,system engine
28,14,knowledge user
28,99,hierarchy
28,174,static
28,388,Stand-alone
28,522,Cloned
28,559,Mandatory
28,769,Self-enabling
29,276,monitoring
29,581,holistic
29,795,emulation
29,801,Phased
29,833,executive
29,841,background
29,909,zero administration
29,975,Re-contextualized
30,103,multi-state
30,159,Exclusive
30,229,3rd generation
30,384,function
30,510,Digitized
30,668,Vision-oriented
31,87,collaboration
31,139,superstructure
31,168,project
31,170,ability
31,172,internet solution
31,457,fresh-thinking
31,669,Multi-layered
31,800,Intuitive
31,850,Synchronised
31,952,Multi-channelled
32,90,radical
32,204,didactic
32,270,paradigm
32,350,neutral
32,532,Face to face
32,747,Fully-configurable
32,971,Fully-configurable
33,13,uniform
33,86,tertiary
33,93,Business-focused
33,209,intranet
33,218,adapter
33,249,alliance
33,282,access
33,352,Balanced
33,416,Total
33,550,Vision-oriented
33,624,data-warehouse
33,632,Synchronised
33,871,Devolved
33,891,Compatible
33,897,Versatile
34,37,multimedia
34,88,Horizontal
34,486,impactful
34,798,system engine
35,106,methodical
35,122,task-force
35,179,Universal
35,318,hybrid
35,424,knowledge base
35,564,3rd generation
35,825,24 hour
35,962,grid-enabled
36,205,pricing structure
36,306,Reduced
36,390,Reactive
36,551,contextually-based
36,590,collaboration
36,652,maximized
36,675,De-engineered
36,709,demand-driven
36,744,optimal
37,65,installation
37,123,Vision-oriented
37,147,encryption
37,266,zero defect
37,401,throughput
37,591,Optimized
37,733,well-modulated
38,256,Organized
38,316,hierarchy
38,442,Visionary
38,453,standardization
38,517,Programmable
38,784,contingency
38,997,process improvement
39,140,Adaptive
39,359,Cloned
39,436,capability
39,673,even-keeled
39,682,Multi-layered
39,742,artificial intelligence
39,820,core
39,896,Monitored
39,988,paradigm
40,19,Exclusive
40,224,migration
40,584,value-added
40,594,Pre-emptive
40,639,Organized
40,773,migration
40,947,Digitized
41,30,stable
41,49,Horizontal
41,54,Diverse
41,137,content-based
41,188,Synchronised
41,192,strategy
41,336,secondary
41,480,Cross-platform
41,560,empowering
41,562,neural-net
41,701,strategy
41,713,portal
41,748,intermediate
41,749,Face to face
41,892,Synchronised
41,919,methodical
42,24,Down-sized
42,96,function
42,105,Reactive
42,133,client-driven
42,175,multi-state
42,196,groupware
42,514,productivity
42,640,internet solution
42,694,Switchable
42,968,definition
43,71,next generation
43,246,model
43,366,architecture
43,423,matrix
43,498,dynamic
43,520,scalable
43,561,interface
43,618,Enterprise-wide
43,755,User-friendly
43,887,methodical
43,931,leading edge
43,943,Reactive
44,127,tertiary
44,262,incremental
44,274,user-facing
44,482,empowering
44,515,knowledge user
44,563,intangible
44,567,encompassing
44,729,toolset
44,804,responsive
44,993,Down-sized
45,70,clear-thinking
45,207,motivating
45,415,neural-net
45,443,explicit
45,445,focus group
45,536,transitional
45,604,Balanced
45,610,Implemented
45,710,capability
45,791,multi-state
45,793,synergy
45,840,local area network
46,4,Ameliorated
46,97,responsive
46,240,explicit
46,338,Horizontal
46,382,disintermediate
46,743,Triple-buffered
46,848,Intuitive
46,974,Reduced
47,28,Managed
47,81,Switchable
47,121,Synergistic
47,236,empowering
47,330,Reduced
47,335,policy
47,428,alliance
47,760,Switchable
47,765,utilisation
47,895,multimedia
48,39,Face to face
48,252,Self-enabling
48,281,responsive
48,332,executive
48,351,open system
48,419,capacity
48,467,system engine
48,568,zero administration
48,779,Persevering
48,838,methodical
48,847,time-frame
48,973,access
49,85,next generation
49,138,Ameliorated
49,257,next generation
49,324,ability
49,325,capability
49,361,Automated
49,512,Balanced
49,553,24 hour
49,589,toolset
49,595,bottom-line
49,661,optimal
49,763,Cross-group
49,790,full-range
49,837,empowering
50,76,hybrid
50,119,multimedia
50,234,mission-critical
50,291,hierarchy
50,387,stable
50,433,frame
50,641,Exclusive
50,683,leverage
50,767,portal
50,924,grid-enabled
50,992,needs-based
51,55,bandwidth-monitored
51,58,neutral
51,381,superstructure
51,425,Open-architected
51,490,Cloned
51,492,Virtual
51,665,methodical
51,714,asymmetric
51,875,installation
52,114,internet solution
52,135,De-engineered
52,235,internet solution
52,357,well-modulated
52,379,strategy
52,395,extranet
52,454,Networked
52,722,monitoring
52,740,standardization
52,882,strategy
52,886,tertiary
52,948,Balanced
52,995,Business-focused
53,178,mission-critical
53,221,actuating
53,245,Synchronised
53,255,internet solution
53,383,Secured
53,502,Operative
53,696,conglomeration
53,781,Multi-channelled
53,822,Inverse
53,877,non-volatile
53,917,leverage
54,33,composite
54,43,leverage
54,79,demand-driven
54,161,Virtual
54,201,Innovative
54,275,foreground
54,288,workforce
54,375,application
54,410,responsive
54,463,forecast
54,664,website
54,920,Polarised
55,165,superstructure
55,199,Automated
55,469,holistic
55,533,Synergized
55,899,hybrid
55,902,composite
55,985,User-friendly
55,987,Secured
56,6,moratorium
56,142,value-added
56,177,Down-sized
56,195,methodology
56,271,website
56,397,concept
56,691,client-driven
56,719,cohesive
56,870,discrete
56,905,Intuitive
56,994,knowledge base
57,36,Expanded
57,83,Reactive
57,117,info-mediaries
57,150,Down-sized
57,184,Fully-configurable
57,360,hardware
57,718,hardware
57,786,forecast
57,949,hub
58,26,Synergistic
58,322,Phased
58,412,Team-oriented
58,413,context-sensitive
58,483,Exclusive
58,516,Operative
58,672,intranet
58,730,core
58,741,Streamlined
58,776,Mandatory
58,842,Secured
58,883,algorithm
58,977,client-driven
58,981,tertiary
59,223,Reverse-engineered
59,233,multimedia
59,264,success
59,612,Monitored
59,623,flexibility
59,680,architecture
59,698,Down-sized
59,752,Down-sized
59,761,Programmable
59,826,Self-enabling
60,290,application
60,312,migration
60,611,data-warehouse
60,620,Expanded
60,638,grid-enabled
60,700,Multi-lateral
60,788,value-added
60,874,Innovative
60,918,full-range
60,956,internet solution
61,25,Re-contextualized
61,129,Programmable
61,534,User-friendly
61,586,hybrid
61,644,multimedia
61,715,bandwidth-monitored
61,908,full-range
61,965,local
62,66,User-friendly
62,101,Devolved
62,296,multi-tasking
62,305,dynamic
62,321,Profit-focused
62,462,Fundamental
62,573,Future-proofed
62,585,bandwidth-monitored
62,616,Compatible
62,727,intangible
62,794,parallelism
62,815,monitoring
62,863,user-facing
63,152,Cloned
63,327,dynamic
63,411,national
63,528,bottom-line
63,605,directional
63,629,local area network
63,651,optimal
63,732,bandwidth-monitored
64,210,scalable
64,398,needs-based
64,441,middleware
64,570,customer loyalty
64,615,multimedia
64,739,composite
64,873,attitude-oriented
65,104,Assimilated
65,186,Streamlined
65,217,demand-driven
65,258,Decentralized
65,259,budgetary management
65,342,motivating
65,476,responsive
65,808,intangible
65,860,open architecture
65,934,zero administration
65,970,database
66,41,concept
66,56,forecast
66,107,throughput
66,197,Mandatory
66,206,task-force
66,254,encompassing
66,339,support
66,369,application
66,422,Organized
66,447,next generation
66,456,middleware
66,521,algorithm
66,622,solution
66,708,Progressive
66,758,Phased
66,799,Customer-focused
66,849,system engine
66,868,strategy
66,898,leading edge
66,925,Sharable
67,12,intangible
67,136,groupware
67,185,synergy
67,191,structure
67,277,discrete
67,315,projection
67,337,value-added
67,358,fresh-thinking
67,374,Advanced
67,407,Streamlined
67,414,circuit
67,506,full-range
67,535,real-time
67,721,circuit
67,775,Programmable
67,911,Open-architected
68,232,Assimilated
68,362,zero administration
68,417,human-resource
68,446,next generation
68,452,toolset
68,508,Mandatory
68,530,Public-key
68,557,Enhanced
68,893,Monitored
69,18,intermediate
69,40,discrete
69,278,algorithm
69,307,local
69,363,structure
69,434,Quality-focused
69,448,flexibility
69,518,Streamlined
69,571,scalable
69,582,tangible
69,607,Public-key
69,771,definition
69,951,tertiary
70,74,system-worthy
70,100,definition
70,111,User-centric
70,253,adapter
70,499,explicit
70,621,actuating
70,811,high-level
70,901,info-mediaries
70,939,concept
71,78,orchestration
71,148,Triple-buffered
71,239,protocol
71,243,Innovative
71,309,eco-centric
71,349,24/7
71,479,middleware
71,636,user-facing
72,68,access
72,125,circuit
72,182,static
72,300,bottom-line
72,509,collaboration
72,525,responsive
72,720,firmware
72,757,Organized
72,812,Decentralized
72,927,success
73,181,Future-proofed
73,261,algorithm
73,470,Grass-roots
73,475,implementation
73,541,policy
73,817,Stand-alone
73,944,Object-based
73,976,Adaptive
74,82,Multi-tiered
74,173,emulation
74,284,content-based
74,405,Face to face
74,671,content-based
74,963,Programmable
75,157,Cross-group
75,354,leading edge
75,458,complexity
75,645,human-resource
75,828,scalable
76,22,bandwidth-monitored
76,216,capability
76,399,Sharable
76,527,Object-based
76,631,Persevering
76,676,Total
76,685,projection
76,699,impactful
76,725,Multi-tiered
76,789,artificial intelligence
76,827,Configurable
77,2,directional
77,302,parallelism
77,370,maximized
77,373,systemic
77,421,Synergized
77,597,Open-architected
77,599,fresh-thinking
77,766,synergy
77,821,initiative
77,991,Inverse
78,231,application
78,346,Networked
78,580,Stand-alone
78,690,intermediate
78,869,Universal
78,961,3rd generation
78,989,Operative
78,1000,Multi-channelled
79,31,projection
79,120,multi-tasking
79,154,internet solution
79,380,Synergistic
79,465,reciprocal
79,576,contextually-based
79,688,Decentralized
79,737,product
79,764,directional
79,783,user-facing
79,792,User-centric
79,806,impactful
79,810,high-level
79,845,solution-oriented
79,903,process improvement
79,914,secured line
80,146,5th generation
80,394,upward-trending
80,455,knowledge user
80,524,radical
80,558,Digitized
80,608,Managed
80,674,Networked
80,706,Optional
80,780,multi-tasking
80,984,Persistent
81,17,extranet
81,230,Re-engineered
81,385,Balanced
81,420,matrices
81,613,Integrated
81,659,Cross-group
81,785,core
81,805,Synchronised
81,980,synergy
82,171,Self-enabling
82,268,Seamless
82,430,capability
82,474,global
82,487,modular
82,711,Pre-emptive
82,797,help-desk
82,856,Operative
82,878,Self-enabling
82,912,reciprocal
82,929,Adaptive
83,45,composite
83,320,impactful
83,565,customer loyalty
83,577,Front-line
83,656,Total
83,904,open architecture
84,1,name
84,59,6th generation
84,112,Progressive
84,426,upward-trending
84,449,superstructure
84,614,Realigned
84,782,interactive
84,787,demand-driven
84,852,Stand-alone
84,928,Configurable
85,77,frame
85,162,artificial intelligence
85,194,analyzing
85,198,explicit
85,287,full-range
85,429,focus group
85,493,Re-contextualized
85,548,Versatile
85,642,Quality-focused
85,660,application
85,717,didactic
85,756,6th generation
85,926,zero tolerance
85,942,responsive
85,979,executive
85,998,Re-engineered
86,34,frame
86,110,De-engineered
86,280,high-level
86,592,maximized
86,667,Universal
86,670,zero administration
86,772,secondary
86,824,core
86,859,matrix
86,876,infrastructure
86,986,heuristic
87,84,content-based
87,95,frame
87,128,leading edge
87,144,synergy
87,289,homogeneous
87,503,Compatible
87,630,solution
87,745,utilisation
87,768,Virtual
87,831,encompassing
88,163,24/7
88,438,demand-driven
88,440,analyzing
88,450,executive
88,537,paradigm
88,587,flexibility
88,726,directional
88,910,Multi-tiered
88,922,multi-state
89,189,local
89,226,modular
89,285,Enhanced
89,478,approach
89,647,bi-directional
89,662,circuit
89,705,multimedia
89,807,real-time
89,819,Down-sized
89,862,Inverse
90,94,dynamic
90,134,moratorium
90,279,Cross-platform
90,292,Horizontal
90,299,motivating
90,345,Re-engineered
90,356,Persevering
90,485,success
90,657,bifurcated
90,686,structure
90,846,Graphic Interface
91,73,bi-directional
91,109,Pre-emptive
91,334,benchmark
91,403,client-server
91,473,transitional
91,549,Open-architected
91,601,Fundamental
91,953,explicit
92,48,ability
92,108,workforce
92,130,regional
92,400,empowering
92,545,Operative
92,575,Re-contextualized
92,678,Balanced
92,735,focus group
92,774,support
93,52,contextually-based
93,167,heuristic
93,340,application
93,341,paradigm
93,497,open system
93,598,demand-driven
93,936,Robust
94,11,Balanced
94,118,exuding
94,124,instruction set
94,166,product
94,238,challenge
94,386,client-server
94,596,knowledge base
94,930,Public-key
95,62,Profit-focused
95,145,forecast
95,265,approach
95,272,extranet
95,393,initiative
95,437,contextually-based
95,501,logistical
95,606,user-facing
95,637,synergy
95,829,analyzing
95,854,Horizontal
96,151,extranet
96,263,pricing structure
96,326,Progressive
96,331,Pre-emptive
96,593,encoding
96,609,full-range
96,658,high-level
96,723,needs-based
96,816,Mandatory
96,907,mission-critical
96,921,Polarised
96,978,conglomeration
97,89,budgetary management
97,132,Switchable
97,153,function
97,183,foreground
97,193,cohesive
97,212,Intuitive
97,406,motivating
97,529,archive
97,728,Secured
98,310,analyzer
98,494,strategy
98,625,optimizing
98,646,Centralized
98,836,hardware
98,858,discrete
99,50,Extended
99,187,Self-enabling
99,220,process improvement
99,311,Customer-focused
99,378,Synchronised
99,481,encompassing
99,507,Automated
99,531,eco-centric
99,566,methodology
99,649,5th generation
99,663,Diverse
99,695,De-engineered
99,724,exuding
99,762,Compatible
99,818,responsive
99,964,Fundamental
100,27,cohesive
100,46,Sharable
100,67,human-resource
100,91,3rd generation
100,214,exuding
100,260,customer loyalty
100,323,help-desk
100,472,discrete
100,542,24 hour
100,693,multimedia
100,753,firmware
100,954,neural-net
100,983,local area network
